# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-10-07 16:01:20 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03298000 FLOYDS FORK AT FISHERVILLE, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03298000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
USGS	03298000	2013-11-24	98	P
USGS	03298000	2013-11-25	83	P
USGS	03298000	2013-11-26	79	P
USGS	03298000	2013-11-27	81	P
USGS	03298000	2013-11-28	70	P
USGS	03298000	2013-11-29	59	P
USGS	03298000	2013-11-30	53	P
USGS	03298000	2013-12-01	51	P
USGS	03298000	2013-12-02	51	P
USGS	03298000	2013-12-03	48	P
USGS	03298000	2013-12-04	44	P
USGS	03298000	2013-12-05	121	P
USGS	03298000	2013-12-06	576	P
USGS	03298000	2013-12-07	603	P
USGS	03298000	2013-12-08	348	P
USGS	03298000	2013-12-09	282	P
USGS	03298000	2013-12-10	244	P
USGS	03298000	2013-12-11	173	P:e
USGS	03298000	2013-12-12	134	P:e
USGS	03298000	2013-12-13	120	P:e
USGS	03298000	2013-12-14	611	P:e
USGS	03298000	2013-12-15	833	P
USGS	03298000	2013-12-16	349	P
USGS	03298000	2013-12-17	255	P
USGS	03298000	2013-12-18	197	P
USGS	03298000	2013-12-19	161	P
USGS	03298000	2013-12-20	143	P
USGS	03298000	2013-12-21	1810	P
USGS	03298000	2013-12-22	4000	P
USGS	03298000	2013-12-23	664	P
USGS	03298000	2013-12-24	362	P
USGS	03298000	2013-12-25	255	P
USGS	03298000	2013-12-26	208	P
USGS	03298000	2013-12-27	168	P
USGS	03298000	2013-12-28	142	P
USGS	03298000	2013-12-29	332	P
USGS	03298000	2013-12-30	345	P
USGS	03298000	2013-12-31	213	P
USGS	03298000	2014-01-01	170	P
USGS	03298000	2014-01-02	150	P:e
USGS	03298000	2014-01-03	136	P:e
USGS	03298000	2014-01-04	128	P:e
USGS	03298000	2014-01-05	128	P:e
USGS	03298000	2014-01-06	648	P:e
USGS	03298000	2014-01-07	193	P:e
USGS	03298000	2014-01-08	128	P:e
USGS	03298000	2014-01-09	114	P:e
USGS	03298000	2014-01-10	139	P:e
USGS	03298000	2014-01-11	1900	P
USGS	03298000	2014-01-12	573	P
USGS	03298000	2014-01-13	343	P
USGS	03298000	2014-01-14	445	P
USGS	03298000	2014-01-15	300	P
USGS	03298000	2014-01-16	223	P
USGS	03298000	2014-01-17	174	P:e
USGS	03298000	2014-01-18	138	P:e
USGS	03298000	2014-01-19	124	P:e
USGS	03298000	2014-01-20	129	P
USGS	03298000	2014-01-21	120	P:e
USGS	03298000	2014-01-22	102	P:e
USGS	03298000	2014-01-23	81	P:e
USGS	03298000	2014-01-24	74	P:e
USGS	03298000	2014-01-25	74	P:e
USGS	03298000	2014-01-26	74	P:e
USGS	03298000	2014-01-27	74	P:e
USGS	03298000	2014-01-28	74	P:e
USGS	03298000	2014-01-29	74	P:e
USGS	03298000	2014-01-30	70	P:e
USGS	03298000	2014-01-31	81	P:e
USGS	03298000	2014-02-01	120	P:e
USGS	03298000	2014-02-02	593	P:e
USGS	03298000	2014-02-03	480	P:e
USGS	03298000	2014-02-04	324	P:e
USGS	03298000	2014-02-05	1730	P:e
USGS	03298000	2014-02-06	563	P
USGS	03298000	2014-02-07	327	P:e
USGS	03298000	2014-02-08	248	P:e
USGS	03298000	2014-02-09	193	P:e
USGS	03298000	2014-02-10	143	P:e
USGS	03298000	2014-02-11	118	P:e
USGS	03298000	2014-02-12	104	P:e
USGS	03298000	2014-02-13	104	P:e
USGS	03298000	2014-02-14	104	P:e
USGS	03298000	2014-02-15	111	P:e
USGS	03298000	2014-02-16	140	P:e
USGS	03298000	2014-02-17	377	P:e
USGS	03298000	2014-02-18	1270	P
USGS	03298000	2014-02-19	1030	P
USGS	03298000	2014-02-20	651	P
USGS	03298000	2014-02-21	836	P
USGS	03298000	2014-02-22	382	P
USGS	03298000	2014-02-23	266	P
USGS	03298000	2014-02-24	212	P
USGS	03298000	2014-02-25	176	P
USGS	03298000	2014-02-26	150	P
USGS	03298000	2014-02-27	115	P:e
USGS	03298000	2014-02-28	94	P:e
USGS	03298000	2014-03-01	90	P:e
USGS	03298000	2014-03-02	86	P:e
USGS	03298000	2014-03-03	86	P:e
USGS	03298000	2014-03-04	83	P:e
USGS	03298000	2014-03-05	97	P:e
USGS	03298000	2014-03-06	197	P:e
USGS	03298000	2014-03-07	257	P:e
USGS	03298000	2014-03-08	238	P
USGS	03298000	2014-03-09	193	P
USGS	03298000	2014-03-10	161	P
USGS	03298000	2014-03-11	143	P
USGS	03298000	2014-03-12	134	P
USGS	03298000	2014-03-13	123	P
USGS	03298000	2014-03-14	100	P
USGS	03298000	2014-03-15	92	P
USGS	03298000	2014-03-16	85	P
USGS	03298000	2014-03-17	87	P
USGS	03298000	2014-03-18	84	P
USGS	03298000	2014-03-19	79	P
USGS	03298000	2014-03-20	79	P
USGS	03298000	2014-03-21	74	P
USGS	03298000	2014-03-22	66	P
USGS	03298000	2014-03-23	60	P
USGS	03298000	2014-03-24	56	P
USGS	03298000	2014-03-25	54	P
USGS	03298000	2014-03-26	53	P
USGS	03298000	2014-03-27	50	P
USGS	03298000	2014-03-28	58	P
USGS	03298000	2014-03-29	365	P
USGS	03298000	2014-03-30	482	P
USGS	03298000	2014-03-31	220	P
USGS	03298000	2014-04-01	158	P
USGS	03298000	2014-04-02	137	P
USGS	03298000	2014-04-03	1110	P
USGS	03298000	2014-04-04	6240	P
USGS	03298000	2014-04-05	840	P
USGS	03298000	2014-04-06	407	P
USGS	03298000	2014-04-07	706	P
USGS	03298000	2014-04-08	867	P
USGS	03298000	2014-04-09	380	P
USGS	03298000	2014-04-10	266	P
USGS	03298000	2014-04-11	208	P
USGS	03298000	2014-04-12	168	P
USGS	03298000	2014-04-13	142	P
USGS	03298000	2014-04-14	143	P
USGS	03298000	2014-04-15	440	P
USGS	03298000	2014-04-16	288	P
USGS	03298000	2014-04-17	199	P
USGS	03298000	2014-04-18	159	P
USGS	03298000	2014-04-19	133	P
USGS	03298000	2014-04-20	113	P
USGS	03298000	2014-04-21	103	P
USGS	03298000	2014-04-22	95	P
USGS	03298000	2014-04-23	84	P
USGS	03298000	2014-04-24	74	P
USGS	03298000	2014-04-25	78	P
USGS	03298000	2014-04-26	76	P
USGS	03298000	2014-04-27	68	P
USGS	03298000	2014-04-28	2320	P
USGS	03298000	2014-04-29	1320	P:e
USGS	03298000	2014-04-30	744	P
USGS	03298000	2014-05-01	385	P
USGS	03298000	2014-05-02	253	P
USGS	03298000	2014-05-03	189	P
USGS	03298000	2014-05-04	144	P
USGS	03298000	2014-05-05	115	P
USGS	03298000	2014-05-06	95	P
USGS	03298000	2014-05-07	80	P
USGS	03298000	2014-05-08	66	P
USGS	03298000	2014-05-09	59	P
USGS	03298000	2014-05-10	503	P
USGS	03298000	2014-05-11	828	P
USGS	03298000	2014-05-12	258	P
USGS	03298000	2014-05-13	159	P
USGS	03298000	2014-05-14	479	P
USGS	03298000	2014-05-15	1620	P
USGS	03298000	2014-05-16	476	P
USGS	03298000	2014-05-17	284	P
USGS	03298000	2014-05-18	194	P
USGS	03298000	2014-05-19	144	P
USGS	03298000	2014-05-20	112	P
USGS	03298000	2014-05-21	116	P
USGS	03298000	2014-05-22	3880	P
USGS	03298000	2014-05-23	515	P
USGS	03298000	2014-05-24	262	P
USGS	03298000	2014-05-25	173	P
USGS	03298000	2014-05-26	128	P
USGS	03298000	2014-05-27	97	P
USGS	03298000	2014-05-28	76	P
USGS	03298000	2014-05-29	102	P
USGS	03298000	2014-05-30	162	P
USGS	03298000	2014-05-31	86	P
USGS	03298000	2014-06-01	57	P
USGS	03298000	2014-06-02	44	P
USGS	03298000	2014-06-03	39	P
USGS	03298000	2014-06-04	36	P
USGS	03298000	2014-06-05	105	P
USGS	03298000	2014-06-06	72	P
USGS	03298000	2014-06-07	40	P
USGS	03298000	2014-06-08	32	P
USGS	03298000	2014-06-09	30	P
USGS	03298000	2014-06-10	32	P
USGS	03298000	2014-06-11	51	P
USGS	03298000	2014-06-12	76	P
USGS	03298000	2014-06-13	56	P
USGS	03298000	2014-06-14	36	P
USGS	03298000	2014-06-15	30	P
USGS	03298000	2014-06-16	27	P
USGS	03298000	2014-06-17	25	P
USGS	03298000	2014-06-18	24	P
USGS	03298000	2014-06-19	23	P
USGS	03298000	2014-06-20	23	P
USGS	03298000	2014-06-21	54	P
USGS	03298000	2014-06-22	35	P
USGS	03298000	2014-06-23	73	P
USGS	03298000	2014-06-24	43	P
USGS	03298000	2014-06-25	208	P
USGS	03298000	2014-06-26	54	P
USGS	03298000	2014-06-27	32	P
USGS	03298000	2014-06-28	27	P
USGS	03298000	2014-06-29	25	P
USGS	03298000	2014-06-30	25	P
USGS	03298000	2014-07-01	25	P
USGS	03298000	2014-07-02	25	P
USGS	03298000	2014-07-03	69	P
USGS	03298000	2014-07-04	32	P
USGS	03298000	2014-07-05	28	P
USGS	03298000	2014-07-06	26	P
USGS	03298000	2014-07-07	25	P
USGS	03298000	2014-07-08	25	P
USGS	03298000	2014-07-09	24	P
USGS	03298000	2014-07-10	24	P
USGS	03298000	2014-07-11	24	P
USGS	03298000	2014-07-12	23	P
USGS	03298000	2014-07-13	23	P
USGS	03298000	2014-07-14	65	P
USGS	03298000	2014-07-15	90	P
USGS	03298000	2014-07-16	58	P
USGS	03298000	2014-07-17	31	P
USGS	03298000	2014-07-18	26	P
USGS	03298000	2014-07-19	25	P
USGS	03298000	2014-07-20	24	P
USGS	03298000	2014-07-21	24	P
USGS	03298000	2014-07-22	23	P
USGS	03298000	2014-07-23	23	P
USGS	03298000	2014-07-24	23	P
USGS	03298000	2014-07-25	22	P
USGS	03298000	2014-07-26	22	P
USGS	03298000	2014-07-27	131	P
USGS	03298000	2014-07-28	85	P
USGS	03298000	2014-07-29	35	P
USGS	03298000	2014-07-30	26	P
USGS	03298000	2014-07-31	24	P
USGS	03298000	2014-08-01	24	P
USGS	03298000	2014-08-02	23	P
USGS	03298000	2014-08-03	23	P
USGS	03298000	2014-08-04	23	P
USGS	03298000	2014-08-05	22	P
USGS	03298000	2014-08-06	22	P
USGS	03298000	2014-08-07	22	P
USGS	03298000	2014-08-08	34	P
USGS	03298000	2014-08-09	35	P
USGS	03298000	2014-08-10	44	P
USGS	03298000	2014-08-11	185	P
USGS	03298000	2014-08-12	286	P
USGS	03298000	2014-08-13	92	P
USGS	03298000	2014-08-14	42	P
USGS	03298000	2014-08-15	32	P
USGS	03298000	2014-08-16	29	P
USGS	03298000	2014-08-17	34	P
USGS	03298000	2014-08-18	42	P
USGS	03298000	2014-08-19	34	P
USGS	03298000	2014-08-20	30	P
USGS	03298000	2014-08-21	28	P
USGS	03298000	2014-08-22	77	P
USGS	03298000	2014-08-23	311	P
USGS	03298000	2014-08-24	230	P
USGS	03298000	2014-08-25	117	P
USGS	03298000	2014-08-26	52	P
USGS	03298000	2014-08-27	37	P
USGS	03298000	2014-08-28	36	P
USGS	03298000	2014-08-29	31	P
USGS	03298000	2014-08-30	29	P
USGS	03298000	2014-08-31	28	P
USGS	03298000	2014-09-01	28	P
USGS	03298000	2014-09-02	29	P
USGS	03298000	2014-09-03	34	P
USGS	03298000	2014-09-04	36	P
USGS	03298000	2014-09-05	30	P
USGS	03298000	2014-09-06	29	P
USGS	03298000	2014-09-07	28	P
USGS	03298000	2014-09-08	28	P
USGS	03298000	2014-09-09	28	P
USGS	03298000	2014-09-10	28	P
USGS	03298000	2014-09-11	1500	P
USGS	03298000	2014-09-12	375	P
USGS	03298000	2014-09-13	147	P
USGS	03298000	2014-09-14	79	P
USGS	03298000	2014-09-15	54	P
USGS	03298000	2014-09-16	44	P
USGS	03298000	2014-09-17	40	P
USGS	03298000	2014-09-18	39	P
USGS	03298000	2014-09-19	37	P
USGS	03298000	2014-09-20	36	P
USGS	03298000	2014-09-21	35	P
USGS	03298000	2014-09-22	35	P
USGS	03298000	2014-09-23	34	P
USGS	03298000	2014-09-24	34	P
USGS	03298000	2014-09-25	34	P
USGS	03298000	2014-09-26	34	P
USGS	03298000	2014-09-27	33	P
USGS	03298000	2014-09-28	33	P
USGS	03298000	2014-09-29	33	P
USGS	03298000	2014-09-30	33	P
USGS	03298000	2014-10-01	33	P
USGS	03298000	2014-10-02	33	P
USGS	03298000	2014-10-03	33	P
USGS	03298000	2014-10-04	33	P
USGS	03298000	2014-10-05	33	P
USGS	03298000	2014-10-06	33	P
